"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Mach_Number"
259, 3.928966267151520e-01, 4.626263446421573e-02, 1.555974287335769e+05, 3.060727009048782e-02, 2.535262200222269e+00
260, 3.978844456315335e-01, 4.621894290326065e-02, 1.546448658771214e+05, 3.007006640703332e-02, 2.539251423950696e+00
261, 4.028722545273898e-01, 4.617412127446422e-02, 1.536921440400211e+05, 2.953277306546609e-02, 2.543125330610236e+00
262, 4.078600577790653e-01, 4.612867676195068e-02, 1.527529821412849e+05, 2.900312693456550e-02, 2.547167487066250e+00
263, 4.128478479787425e-01, 4.608182445827674e-02, 1.517508545450210e+05, 2.843797091115349e-02, 2.551366215392749e+00
264, 4.178356159973376e-01, 4.603267104782297e-02, 1.506815295428559e+05, 2.783491849725756e-02, 2.555886061745012e+00
265, 4.228233514802271e-01, 4.598032326898460e-02, 1.494647639082966e+05, 2.714871603160786e-02, 2.560898838895510e+00
266, 4.278110422906440e-01, 4.592388794265356e-02, 1.481204541890433e+05, 2.639058429469152e-02, 2.566511318164722e+00
267, 4.327986742279581e-01, 4.586247200408777e-02, 1.467259041798753e+05, 2.560411923717898e-02, 2.572535257402371e+00
268, 4.377862302438027e-01, 4.579518254880970e-02, 1.452352599495242e+05, 2.476346125241929e-02, 2.578908116104761e+00
269, 4.427736903019488e-01, 4.572112688081632e-02, 1.437080526461234e+05, 2.390218329766220e-02, 2.585592233888050e+00
270, 4.477610306747382e-01, 4.563941257949953e-02, 1.421483387678278e+05, 2.302257305999947e-02, 2.592547766057610e+00
271, 4.527482241539443e-01, 4.554919738068276e-02, 1.403709679152458e+05, 2.202021383257317e-02, 2.600643316379744e+00
272, 4.577352586253377e-01, 4.545055058391909e-02, 1.387449441682744e+05, 2.110320773650527e-02, 2.608122905603695e+00
273, 4.627221375014497e-01, 4.534433896013123e-02, 1.372720905924792e+05, 2.027258290083776e-02, 2.615086444677517e+00
274, 4.677088700031422e-01, 4.523145589471553e-02, 1.360429641176405e+05, 1.957940946326345e-02, 2.621119030558840e+00
275, 4.726954684370696e-01, 4.511279449139809e-02, 1.350174383206189e+05, 1.900105788057887e-02, 2.626021955455444e+00
276, 4.776819482586376e-01, 4.498924757342760e-02, 1.341632775193939e+05, 1.851934864158127e-02, 2.630342033448434e+00
277, 4.826683276841772e-01, 4.486170770446717e-02, 1.333772714470108e+05, 1.807607568122990e-02, 2.634277286783764e+00
278, 4.876546267977099e-01, 4.473106723254689e-02, 1.326179012921489e+05, 1.764782421043963e-02, 2.638218979562838e+00
279, 4.926408676469887e-01, 4.459821831680449e-02, 1.318529849665553e+05, 1.721644494254294e-02, 2.641972042795607e+00
280, 4.976270732555844e-01, 4.446405298838129e-02, 1.311549378977773e+05, 1.682277700343437e-02, 2.645478329053086e+00
281, 5.026132627457912e-01, 4.432929104594580e-02, 1.304703740271444e+05, 1.643671299687393e-02, 2.648816920074459e+00
282, 5.075994191300838e-01, 4.419330955978180e-02, 1.298374336933170e+05, 1.607976240150406e-02, 2.652120714385201e+00
283, 5.125855232713606e-01, 4.405542817259889e-02, 1.291735130005682e+05, 1.570534024211664e-02, 2.655502946244048e+00
284, 5.175715578393367e-01, 4.391505243507282e-02, 1.284205720549355e+05, 1.528071456342632e-02, 2.659271261902462e+00
285, 5.225575044131568e-01, 4.377158801415876e-02, 1.275416748201415e+05, 1.478505506052887e-02, 2.663699196635632e+00
286, 5.275433436361169e-01, 4.362444071349474e-02, 1.266498050317499e+05, 1.428207960621759e-02, 2.668116224444723e+00
287, 5.325290547941929e-01, 4.347301651267170e-02, 1.257272653844457e+05, 1.376180769627899e-02, 2.672780250196001e+00
288, 5.375146154969989e-01, 4.331672160753326e-02, 1.247019751270783e+05, 1.318358894763148e-02, 2.677957922320264e+00
289, 5.425000019880574e-01, 4.315496243432452e-02, 1.236142116684832e+05, 1.257013805279091e-02, 2.683595267787138e+00
290, 5.474851880132368e-01, 4.298714574392946e-02, 1.224447374464350e+05, 1.191060587018295e-02, 2.689744932414123e+00
291, 5.524701548735216e-01, 4.281293441291683e-02, 1.213543095639024e+05, 1.129565235707017e-02, 2.695655566492156e+00
292, 5.574549372080680e-01, 4.263351958884000e-02, 1.203413272137688e+05, 1.072437472843045e-02, 2.701110783843665e+00
293, 5.624395383977573e-01, 4.244914194452357e-02, 1.194312716521158e+05, 1.021114329540207e-02, 2.705987214523629e+00
294, 5.674239537030542e-01, 4.225980220412848e-02, 1.185954132477989e+05, 9.739755805744712e-03, 2.710514548588300e+00
295, 5.724081778741120e-01, 4.206550113084230e-02, 1.177813009403689e+05, 9.280632161217522e-03, 2.714946299081618e+00
296, 5.773922063534868e-01, 4.186623948073675e-02, 1.169867837323860e+05, 8.832559293580622e-03, 2.719309642860817e+00
297, 5.823760339734239e-01, 4.166201805334533e-02, 1.161683784646754e+05, 8.371014607691166e-03, 2.723739991104796e+00
298, 5.873596559505810e-01, 4.145283765245507e-02, 1.153769410641378e+05, 7.924678616411322e-03, 2.728147224428320e+00
299, 5.923430674065476e-01, 4.123869910503129e-02, 1.145595631564170e+05, 7.463713316508840e-03, 2.732680750167737e+00
300, 5.973262632463462e-01, 4.101960326709162e-02, 1.137591812771627e+05, 7.012333031426554e-03, 2.737228035448593e+00
301, 6.023092209232289e-01, 4.079518976584314e-02, 1.128864588218490e+05, 6.520155833406803e-03, 2.742128064108407e+00
302, 6.072918540281018e-01, 4.056363380563186e-02, 1.119653828305201e+05, 6.000709361260517e-03, 2.747266409595102e+00
303, 6.122741981908227e-01, 4.032594611741577e-02, 1.110774875027162e+05, 5.499975328450137e-03, 2.752411868044979e+00
304, 6.172562993226688e-01, 4.008321297430469e-02, 1.103002777652808e+05, 5.061663115311140e-03, 2.757001586918779e+00
305, 6.222381900916748e-01, 3.983620050244914e-02, 1.096370060693330e+05, 4.687606961662528e-03, 2.760878537695926e+00
306, 6.272198948571533e-01, 3.958546441606006e-02, 1.090765805019127e+05, 4.371551514948460e-03, 2.764325441047649e+00
307, 6.322014317007156e-01, 3.933141189457195e-02, 1.086119030808841e+05, 4.109493824473758e-03, 2.767459183612996e+00
308, 6.371828136808407e-01, 3.907433608130496e-02, 1.081632641847225e+05, 3.856481158773422e-03, 2.770469833181134e+00
309, 6.421640482907929e-01, 3.881443121624706e-02, 1.076408672879169e+05, 3.561872214820423e-03, 2.773663228900959e+00
310, 6.471451394323006e-01, 3.855178634869301e-02, 1.071407719377163e+05, 3.279840365283610e-03, 2.777280933140954e+00
311, 6.521260302395794e-01, 3.828536902639574e-02, 1.064542268389954e+05, 2.892659032953609e-03, 2.782084789848497e+00
312, 6.571061651376705e-01, 3.800525548717863e-02, 1.050396631949369e+05, 2.094907162912490e-03, 2.790455803881634e+00
313, 6.620851194566090e-01, 3.770491880558349e-02, 1.033495822409716e+05, 1.141775610854258e-03, 2.800660130609292e+00
314, 6.670630474095433e-01, 3.738796831347817e-02, 1.020111129775846e+05, 3.869376349565752e-04, 2.810084944440940e+00
315, 6.720412853156398e-01, 3.707594911775143e-02, 1.013172977047574e+05, -4.343756789763457e-06, 2.817894284753638e+00
316, 6.770207520444379e-01, 3.678419055405673e-02, 1.026338654648245e+05, 7.381427315636468e-04, 2.808395613807331e+00
317, 6.820011789226555e-01, 3.650925685149920e-02, 1.039799214850138e+05, 1.497259305636742e-03, 2.805081450433164e+00
318, 6.869819664685659e-01, 3.624091780071884e-02, 1.053606817904570e+05, 2.275947574893795e-03, 2.803425854476624e+00
319, 6.919626809660407e-01, 3.597122989569220e-02, 1.056486119205647e+05, 2.438327543232028e-03, 2.800601357569342e+00
320, 6.969429161031753e-01, 3.569285003849160e-02, 1.046870808487904e+05, 1.896066179572332e-03, 2.805855652332083e+00
321, 7.019221430217404e-01, 3.539703431658862e-02, 1.024524305109619e+05, 6.358213730707647e-04, 2.819296209624052e+00
322, 7.068994952449875e-01, 3.507131052171855e-02, 9.924715467731180e+04, -1.171813653484585e-03, 2.839642565313809e+00
323, 7.118744406198199e-01, 3.471064806060861e-02, 9.449211433778047e+04, -3.853447907916975e-03, 2.874854796403335e+00
324, 7.168472552714565e-01, 3.432166567635628e-02, 9.170993596162522e+04, -5.422474520249428e-03, 2.897925053140186e+00
325, 7.218187159070506e-01, 3.391569377407241e-02, 9.096438313462849e+04, -5.842933623980270e-03, 2.904038146096799e+00
326, 7.267899977716075e-01, 3.350753443885455e-02, 8.996487723028421e+04, -6.406611128104495e-03, 2.916287403132722e+00
327, 7.317621920042727e-01, 3.311065281869657e-02, 9.065834813519169e+04, -6.015523944765185e-03, 2.909068654460355e+00
328, 7.367345733253270e-01, 3.271609462910288e-02, 9.122080138920841e+04, -5.698324971719904e-03, 2.905887610389778e+00
329, 7.417068052538772e-01, 3.231965921185792e-02, 9.166111921394597e+04, -5.450005025443743e-03, 2.904041970323777e+00
330, 7.466788880332340e-01, 3.192135861140279e-02, 9.192575236546373e+04, -5.300763531513880e-03, 2.905221390667493e+00
331, 7.516508081008552e-01, 3.152102665533311e-02, 9.215045685596805e+04, -5.174040051620008e-03, 2.903325706537779e+00
332, 7.566225686407072e-01, 3.111866144032439e-02, 9.245054764596731e+04, -5.004802004318603e-03, 2.903061742358862e+00
333, 7.615944599124571e-01, 3.071800848169247e-02, 9.253832802522028e+04, -4.955297719378080e-03, 2.902073635655627e+00
334, 7.665661705601671e-01, 3.031506008805825e-02, 9.199406456029695e+04, -5.262238448953118e-03, 2.905538871011685e+00
335, 7.715369816684572e-01, 2.990123014974140e-02, 9.089077594226094e+04, -5.884444852977512e-03, 2.912632705147797e+00
336, 7.765057091502454e-01, 2.946323978649478e-02, 8.786026904043132e+04, -7.593517865182720e-03, 2.934468887584751e+00
337, 7.814703665454308e-01, 2.898129069883736e-02, 8.457807955303110e+04, -9.444528819974707e-03, 2.962394819725850e+00
338, 7.864328119811517e-01, 2.847693696890524e-02, 8.320655205732414e+04, -1.021801018937696e-02, 2.980598621321564e+00
339, 7.913981746132964e-01, 2.800243747333799e-02, 8.353538159914847e+04, -1.003256474617125e-02, 2.978146782064372e+00
340, 7.963677692061907e-01, 2.757431570422970e-02, 8.515560495210215e+04, -9.118829817996041e-03, 2.963786922727635e+00
341, 8.013379832358758e-01, 2.715337891548508e-02, 8.601932630484547e+04, -8.631728847149292e-03, 2.962754619188585e+00
342, 8.063049078210465e-01, 2.669535676410504e-02, 8.577312855946031e+04, -8.770573580368512e-03, 2.964336363050318e+00
343, 8.112697872198371e-01, 2.621555212441678e-02, 8.501004822696809e+04, -9.200917428659918e-03, 2.968056727925346e+00
344, 8.162356961762891e-01, 2.574654118405651e-02, 8.555436738627667e+04, -8.893945289893668e-03, 2.965785385806894e+00
345, 8.212019387445901e-01, 2.528104801821884e-02, 7.641058688003526e+04, -1.405063656266737e-02, 3.042229548917292e+00
0, 8.250000000000000e-01, 2.410000000000000e-02, 9.378966394736625e+04, -4.249599127353283e-03, 2.201959705603338e+00
1, 6.750000000000000e-01, -2.600000000000000e-02, 1.456146619524380e+04, -4.893082869395154e-02, 4.055809835945157e+00
40, 6.702417350885302e-01, -2.749450820982932e-02, 2.836913929572901e+04, -4.114390649847859e-02, 3.606532696838380e+00
41, 6.655309100755723e-01, -2.913407735262022e-02, 3.099309473994255e+04, -3.966411068206688e-02, 3.532226297956747e+00
42, 6.607818407000917e-01, -3.065778892713028e-02, 4.038086713258978e+04, -3.436981868381670e-02, 3.397681841070171e+00
43, 6.559553226723687e-01, -3.191393370625581e-02, 5.178163197606373e+04, -2.794028720816962e-02, 3.246457823514245e+00
44, 6.510685676214785e-01, -3.291154930155445e-02, 6.316065358849082e+04, -2.152301796144468e-02, 3.119491342445232e+00
45, 6.461471369416079e-01, -3.372291570876360e-02, 6.992682412873204e+04, -1.770719445702610e-02, 3.052930841365380e+00
46, 6.412102877524105e-01, -3.443514431615188e-02, 7.474103461834317e+04, -1.499219083241723e-02, 3.008590508350536e+00
47, 6.362646331146473e-01, -3.508361989374489e-02, 7.804053308020509e+04, -1.313141837498568e-02, 2.979802409635176e+00
48, 6.313131847932172e-01, -3.568634588430565e-02, 8.070598552189890e+04, -1.162822007153846e-02, 2.958041941662432e+00
49, 6.263576024118653e-01, -3.625412623788382e-02, 8.265456187316014e+04, -1.052930844980571e-02, 2.942341106439172e+00
50, 6.213989052972324e-01, -3.679405340030856e-02, 8.409983429970905e+04, -9.714238172946150e-03, 2.930781929745595e+00
51, 6.164377674463941e-01, -3.731109001615638e-02, 8.542100683383438e+04, -8.969154793932180e-03, 2.920762590335700e+00
52, 6.114746609478845e-01, -3.780888433260085e-02, 8.674332252064727e+04, -8.223426726926922e-03, 2.910834812268376e+00
53, 6.065099317732721e-01, -3.829023525399246e-02, 8.807039675338827e+04, -7.475015048668984e-03, 2.900692786135492e+00
54, 6.015438458645468e-01, -3.875738527904019e-02, 9.014518027393491e+04, -6.304928117339590e-03, 2.884056228538139e+00
55, 5.965761655551750e-01, -3.920718191770216e-02, 9.274948993569694e+04, -4.836211660810299e-03, 2.864854127832301e+00
56, 5.916058372265431e-01, -3.962671471340159e-02, 9.605534217078191e+04, -2.971855953878591e-03, 2.841536511358670e+00
57, 5.866331885352770e-01, -4.001780301458660e-02, 9.858821836782906e+04, -1.543424839263158e-03, 2.824792117003982e+00
58, 5.816585945739610e-01, -4.038333315507974e-02, 1.007301330413402e+05, -3.354788812011040e-04, 2.811093733390390e+00
59, 5.766823866685105e-01, -4.072620906427317e-02, 1.028700512343079e+05, 8.713411493753096e-04, 2.797577661293519e+00
60, 5.717048571415809e-01, -4.104934894417514e-02, 1.045439115780460e+05, 1.815324988500095e-03, 2.787213404340973e+00
61, 5.667262643831413e-01, -4.135568240089545e-02, 1.059046186558906e+05, 2.582704116677230e-03, 2.778971523610581e+00
62, 5.617468370265148e-01, -4.164814804750382e-02, 1.069671733459387e+05, 3.181938371401028e-03, 2.772226324745094e+00
63, 5.567667795483091e-01, -4.192969137541213e-02, 1.080168019448691e+05, 3.773882877512441e-03, 2.765510183258005e+00
64, 5.517862774136855e-01, -4.220326295817809e-02, 1.094438599875789e+05, 4.578681040543619e-03, 2.756450388436487e+00
65, 5.468053264033799e-01, -4.246850824961013e-02, 1.114351146331736e+05, 5.701661348940045e-03, 2.744454824834840e+00
66, 5.418234676168704e-01, -4.271610243031766e-02, 1.136683585475885e+05, 6.961112994304610e-03, 2.731306888702716e+00
67, 5.368407973170268e-01, -4.294679999862700e-02, 1.155604164624093e+05, 8.028150696082240e-03, 2.720459351534094e+00
68, 5.318574491300555e-01, -4.316236886934045e-02, 1.174781544477391e+05, 9.109670831617680e-03, 2.709796839089309e+00
69, 5.268735406603228e-01, -4.336458066716255e-02, 1.191386935810187e+05, 1.004614209214687e-02, 2.700763759814606e+00
70, 5.218891753382030e-01, -4.355521000886072e-02, 1.205213941922031e+05, 1.082592460876423e-02, 2.693395952143838e+00
71, 5.169044443875926e-01, -4.373603388658812e-02, 1.216290242295640e+05, 1.145057938292705e-02, 2.687400317529736e+00
72, 5.119194285100177e-01, -4.390883115352685e-02, 1.225525036320015e+05, 1.197138127355486e-02, 2.682339920172253e+00
73, 5.069341998496895e-01, -4.407538207646964e-02, 1.234581125511761e+05, 1.248210499519993e-02, 2.677402108285606e+00
74, 5.019488238846392e-01, -4.423746795559047e-02, 1.245583346464908e+05, 1.310258201486914e-02, 2.671590403443582e+00
75, 4.969633080242261e-01, -4.439517901704985e-02, 1.258646387475861e+05, 1.383928024959917e-02, 2.664945757952908e+00
76, 4.919774947426082e-01, -4.454318043811525e-02, 1.274179049500639e+05, 1.471525428081569e-02, 2.656967164000044e+00
77, 4.869914085423454e-01, -4.468168739776632e-02, 1.288792554966766e+05, 1.553939191240444e-02, 2.649583007975015e+00
78, 4.820050906313182e-01, -4.481158987586339e-02, 1.303587551494807e+05, 1.637376484409051e-02, 2.642160005835465e+00
79, 4.770185775503493e-01, -4.493377849675257e-02, 1.316326291728744e+05, 1.709217393697757e-02, 2.635904047614186e+00
80, 4.720319020043766e-01, -4.504914440698340e-02, 1.327321863573893e+05, 1.771227597611040e-02, 2.630591033379801e+00
81, 4.670450925485226e-01, -4.515857919554077e-02, 1.336698135760713e+05, 1.824105661475240e-02, 2.626000704915216e+00
82, 4.620581750696402e-01, -4.526297478584065e-02, 1.345551931105554e+05, 1.874037185044186e-02, 2.621752513278198e+00
83, 4.570711723992903e-01, -4.536322338235474e-02, 1.354092852593079e+05, 1.922204237245518e-02, 2.617700410337529e+00
84, 4.520841053279884e-01, -4.546021739620617e-02, 1.363258053849266e+05, 1.973891953610468e-02, 2.613362403041993e+00
85, 4.470969798685276e-01, -4.555415586550284e-02, 1.373538910070425e+05, 2.031871474790033e-02, 2.608687149333509e+00
86, 4.421097547127205e-01, -4.564264042992685e-02, 1.384687413970447e+05, 2.094744148435781e-02, 2.603605249052583e+00
87, 4.371224351072640e-01, -4.572562813492964e-02, 1.395877809306494e+05, 2.157853071412324e-02, 2.598568436544538e+00
88, 4.321350316113374e-01, -4.580341624049028e-02, 1.406592391513390e+05, 2.218278616973053e-02, 2.593721333631001e+00
6, 8.200832973864028e-01, 2.456922953006022e-02, 1.163223140843999e+05, 8.457827547509733e-03, 1.587355445575738e+00
7, 8.151549003728792e-01, 2.490001424981540e-02, 1.063079529419024e+05, 2.810166968751160e-03, 1.582409909661197e+00
8, 8.102189895278765e-01, 2.508537032882776e-02, 1.011254796192008e+05, -1.125207462827378e-04, 1.585116591387798e+00
9, 8.052801906137981e-01, 2.517162624340153e-02, 9.712151283268268e+04, -2.370582449581513e-03, 1.611230038287786e+00
10, 8.003408167876509e-01, 2.521650082905064e-02, 9.403527778304831e+04, -4.111083693603576e-03, 1.628736872910406e+00
11, 7.954012664588151e-01, 2.523132488339868e-02, 8.900107122427337e+04, -6.950155454923199e-03, 1.652517876966985e+00
12, 7.904617714215746e-01, 2.520483068079056e-02, 8.570221035175516e+04, -8.810568339921663e-03, 1.659797334356382e+00
13, 7.855223580296435e-01, 2.516419899807532e-02, 8.096566720345464e+04, -1.148177098955715e-02, 1.656848889243783e+00
14, 7.805832980485384e-01, 2.509529457424547e-02, 7.590527082781946e+04, -1.433561265922557e-02, 1.654571223228036e+00
15, 7.756465801712363e-01, 2.493035791484806e-02, 6.865855078622351e+04, -1.842244501147030e-02, 1.668234471175568e+00
16, 7.707123856432238e-01, 2.469981429875073e-02, 6.462527413211048e+04, -2.069703619492553e-02, 1.666345256029582e+00
17, 7.657796432674099e-01, 2.444057926519563e-02, 5.977412206238040e+04, -2.343287325092220e-02, 1.655395100319602e+00
18, 7.608525536978611e-01, 2.409097350025278e-02, 5.150529833106809e+04, -2.809612726738256e-02, 1.658760295544492e+00
19, 7.559366895737542e-01, 2.360939629201353e-02, 4.436124644404042e+04, -3.212505928220202e-02, 1.681165533457093e+00
20, 7.510328943842176e-01, 2.301598541971801e-02, 3.753559904336042e+04, -3.597442512799102e-02, 1.731266918941741e+00
21, 7.461349552304353e-01, 2.237616260953087e-02, 3.418932047623450e+04, -3.786157951359657e-02, 1.776846198404097e+00
22, 7.412475802490307e-01, 2.166038338129573e-02, 2.879651129495303e+04, -4.090288743014880e-02, 1.788523642772476e+00
23, 7.363776079893345e-01, 2.083489523984644e-02, 2.416826858709678e+04, -4.351301338008712e-02, 1.780018857258098e+00
24, 7.315364319925257e-01, 1.985529378759009e-02, 1.834744281577558e+04, -4.679570388592545e-02, 1.770476703864118e+00
25, 7.267390950011727e-01, 1.867960745739964e-02, 1.382862329000802e+04, -4.934411995910866e-02, 1.768239660932385e+00
26, 7.219829596468681e-01, 1.734668277842380e-02, 1.167230591698870e+04, -5.056018840816964e-02, 1.652012642148706e+00
27, 7.172706057584223e-01, 1.586640885745109e-02, 8.722827224791075e+03, -5.222356506303419e-02, 1.595915613108499e+00
28, 7.126089892385730e-01, 1.423348328417903e-02, 6.237928553396379e+03, -5.362493895688055e-02, 1.551595649447938e+00
29, 7.080113924459356e-01, 1.242843581568092e-02, 1.986579049974920e+03, -5.602251366537667e-02, 2.135407730085556e+00
30, 7.034992761422786e-01, 1.041950766315203e-02, 7.146627518721220e+02, -5.673981868704121e-02, 2.291454447511044e+00
31, 6.990960181752880e-01, 8.182442609806783e-03, 2.570118007016292e+02, -5.699791375660971e-02, 2.289459960156216e+00
32, 6.948374706544455e-01, 5.681373359240978e-03, 1.307272379629325e+01, -5.713548469984348e-02, 2.749481720629471e+00
33, 6.907682845715607e-01, 2.883278264356988e-03, 3.740523818919266e+00, -5.714074765143624e-02, 3.071083490806160e+00
34, 6.869637576383592e-01, -2.636363096236761e-04, 1.673991374896595e+01, -5.713341656550762e-02, 4.526799005455719e+00
35, 6.834739861294898e-01, -3.757329744614628e-03, 7.597100579615269e-01, -5.714242869969591e-02, 7.783121031528925e+00
36, 6.802885665642784e-01, -7.530685373645046e-03, 3.208777257957783e+00, -5.714104753318082e-02, 5.202504572501046e+00
37, 6.775300321619248e-01, -1.162111249755850e-02, 6.772547038700486e-03, -5.714285332343758e-02, 1.142325820091125e+02
38, 6.758043267383196e-01, -1.623651407908191e-02, 1.127054399328905e+00, -5.714222153359455e-02, 2.633728793423488e+01
39, 6.748154049847571e-01, -2.107458180063514e-02, 3.477656810134399e+02, -5.694673254745287e-02, 5.636657993491371e+00
